type,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,age,lat,long
single_family,460000.0,2322.0,1.0,4.0,2.0,2.0,0.0,37.0,28.9453,-81.2995
single_family,288990.0,1646.0,1.0,3.0,2.0,2.0,2.0,0.0,30.4034,-81.7635
single_family,750000.0,1822.0,1.0,3.0,3.0,3.0,0.0,4.0,27.4203,-80.9454
single_family,1278000.0,3388.0,1.0,5.0,3.0,3.0,2.0,26.0,26.0663,-80.3339
single_family,1507500.0,2302.0,2.0,4.0,3.0,3.0,0.0,53.0,24.7279,-81.0386
single_family,1600000.0,3197.0,3.0,4.0,4.0,3.0,1.0,1.0,30.3659,-86.2458
single_family,475000.0,2256.0,1.0,4.0,2.0,2.0,2.0,15.0,26.9827,-82.1412
land,150000.0,1208.0,1.0,2.4,2.0,2.0,0.0,37.799999999999955,27.2356,-80.2277
single_family,465000.0,1760.0,1.0,4.0,3.0,3.0,2.0,23.0,28.3037,-81.5898
single_family,829000.0,2389.0,1.0,4.0,3.0,3.0,2.0,27.0,26.3168,-80.2753
single_family,711000.0,2374.0,1.0,3.0,3.0,2.0,2.0,37.0,28.2764,-80.6568
single_family,1025000.0,2757.0,2.0,4.0,3.0,3.0,2.0,20.0,26.0989,-80.1541
single_family,656000.0,3242.0,2.0,5.0,3.0,3.0,3.0,10.0,27.5572,-82.396
condos,2300000.0,1990.0,1.0,2.0,3.0,2.0,2.0,8.0,26.1497,-80.1229
condos,975000.0,1292.0,1.0,2.0,2.0,2.0,0.0,41.0,30.385,-86.3473
condos,1850000.0,2454.0,1.0,3.0,4.0,3.0,1.0,45.0,26.7832,-80.0638
condos,701000.0,1523.0,1.0,2.0,2.0,2.0,1.0,51.0,27.4125,-82.659
single_family,465000.0,1742.0,1.0,3.0,3.0,2.0,2.0,54.0,29.475,-81.1303
single_family,344990.0,1862.0,1.0,4.0,2.0,2.0,2.0,1.0,29.9983,-81.7647
condos,465000.0,1307.0,2.0,2.0,2.0,1.0,0.0,52.0,30.3483,-81.4159
single_family,281000.0,1602.0,1.0,3.0,2.0,2.0,2.0,23.0,29.5565,-81.219
single_family,652000.0,3133.0,2.0,5.0,4.0,3.0,2.0,38.0,29.1383,-80.9956
single_family,337000.0,2030.0,1.0,5.0,3.0,3.0,2.0,0.0,30.4034,-81.7635
single_family,505000.0,1599.0,1.0,2.0,2.0,2.0,2.0,5.0,27.2606,-80.4771
condos,575000.0,2287.0,1.0,3.0,3.0,3.0,2.0,20.0,27.4067,-82.39
single_family,549900.0,2122.0,1.0,3.0,2.0,2.0,2.0,3.0,27.5572,-82.396
condos,470000.0,2392.0,2.0,3.0,3.0,2.0,2.0,19.0,27.4067,-82.39
single_family,1535000.0,2985.0,2.0,4.0,4.0,3.0,2.0,6.0,28.5978,-81.3534
single_family,450000.0,1755.0,1.0,3.0,2.0,2.0,2.0,33.0,27.09,-82.37
single_family,384990.0,2499.0,2.0,5.0,3.0,3.0,2.0,0.0,29.5565,-81.219
condos,255000.0,1410.0,1.0,2.0,2.0,2.0,2.0,20.0,27.7147,-82.3538
townhomes,240730.0,1307.0,2.0,2.0,3.0,2.0,2.0,42.0,29.2833,-81.0882
single_family,350000.0,1852.0,1.0,3.0,2.0,2.0,2.0,22.0,26.92,-82.3048
townhomes,535000.0,2274.0,3.0,3.0,4.0,3.0,2.0,20.0,26.8234,-80.1387
single_family,412000.0,2135.0,1.0,4.0,3.0,3.0,2.0,8.0,28.3078,-81.3681
condos,153000.0,978.0,1.0,2.0,2.0,2.0,0.0,38.0,28.0384,-82.3949
single_family,799000.0,2832.0,2.0,2.0,4.0,3.0,2.0,11.0,27.2666,-82.5163
single_family,4200000.0,3436.0,2.0,6.0,6.0,5.0,2.0,28.0,25.6921,-80.1625
single_family,380000.0,2519.0,1.0,4.0,2.0,2.0,2.0,38.0,29.4861,-81.2045
condos,319000.0,1430.0,1.0,2.0,2.0,2.0,1.0,22.0,26.9152,-82.0532
condos,1650000.0,1944.0,1.0,3.0,3.0,2.0,2.0,21.0,25.7629,-80.1895
single_family,350000.0,1604.0,1.0,2.0,2.0,2.0,2.0,35.0,27.3215,-80.403
single_family,701000.0,2942.0,2.0,4.0,3.0,2.0,2.0,28.0,26.0185,-80.3449
single_family,380000.0,1478.0,1.0,4.0,3.0,3.0,0.0,43.0,28.1474,-82.5152
single_family,229999.0,1098.0,1.0,3.0,2.0,2.0,0.0,59.0,28.0313,-80.5995
single_family,299900.0,1580.0,1.0,3.0,2.0,2.0,2.0,0.0,30.1653,-85.5763
condos,190000.0,1280.0,1.0,2.0,2.0,2.0,0.0,54.0,27.4841,-82.5834
single_family,268800.0,1530.0,1.0,2.0,1.0,1.0,1.0,66.0,29.7882,-81.462
single_family,835000.0,2643.0,2.0,4.0,2.0,2.0,2.0,126.0,30.4564,-87.2104
single_family,1100000.0,1844.0,1.0,4.0,2.0,2.0,0.0,72.0,26.6182,-80.056
single_family,360900.0,1701.0,1.0,4.0,2.0,2.0,2.0,53.0,30.4873,-87.1872
condos,175000.0,1107.0,1.0,2.0,2.0,2.0,0.0,45.0,27.1398,-80.2129
condos,270000.0,1196.0,1.0,2.0,2.0,2.0,0.0,31.0,27.3215,-80.403
condos,650000.0,1455.0,1.0,2.0,2.0,2.0,1.0,56.0,25.8486,-80.1446
single_family,335000.0,1872.0,1.0,2.0,2.0,2.0,2.0,32.0,27.0606,-82.352
single_family,650000.0,2027.0,1.0,3.0,2.0,2.0,2.0,35.0,27.1656,-80.2916
single_family,375000.0,1668.0,1.0,3.0,2.0,2.0,0.0,67.0,27.9845,-82.463
single_family,1020000.0,2918.0,1.0,4.0,2.0,2.0,2.0,3.0,28.1905,-81.2645
condos,335000.0,1449.0,1.0,2.0,2.0,2.0,1.0,10.0,27.1838,-82.4853
townhomes,300000.0,1310.0,2.0,2.0,3.0,2.0,1.0,42.0,28.178,-80.602
condos,349000.0,1592.0,1.0,3.0,2.0,2.0,1.0,35.0,26.9152,-82.0532
townhomes,400000.0,1702.0,3.0,3.0,3.0,3.0,1.0,47.0,30.4206,-86.6286
single_family,555000.0,2105.0,1.0,4.0,2.0,2.0,2.0,25.0,28.3134,-80.7319
single_family,392000.0,1942.0,1.0,3.0,2.0,2.0,2.0,26.0,29.1015,-82.3413
condos,430000.0,1553.0,1.0,3.0,2.0,2.0,0.0,19.0,29.8119,-85.303
single_family,800000.0,3981.0,2.0,5.0,5.0,4.0,3.0,7.0,30.0815,-81.5477
land,753000.0,2260.4,1.0,4.2,2.8,2.8,0.0,42.0,26.9667,-82.3599
single_family,710000.0,1276.0,1.0,3.0,2.0,2.0,1.0,67.0,28.0284,-82.7794
land,150000.0,1160.0,1.0,2.0,1.8,1.8,0.0,40.799999999999955,27.8679,-80.5416
single_family,1050000.0,4717.0,2.0,5.0,4.0,4.0,3.0,19.0,25.6062,-80.3426
mobile,17000.0,1464.0,1.0,2.0,2.0,2.0,2.0,37.0,27.2822,-82.4181
condos,639000.0,2400.0,1.0,3.0,3.0,3.0,0.0,50.0,25.9449,-80.1391
single_family,600000.0,2450.0,1.0,4.0,3.0,3.0,3.0,11.0,27.922,-82.1216
condos,950000.0,1720.0,1.0,2.0,2.0,2.0,0.0,46.0,27.4859,-82.7102
condos,610000.0,1686.0,1.0,3.0,2.0,2.0,1.0,21.0,28.3903,-80.6043
single_family,385000.0,1850.0,1.0,4.0,2.0,2.0,2.0,14.0,30.0815,-81.5477
single_family,310000.0,2047.0,2.0,3.0,3.0,2.0,2.0,33.0,28.8723,-82.3454
single_family,560000.0,1914.0,1.0,3.0,3.0,2.0,4.0,26.0,30.2737,-82.1325
single_family,849000.0,2481.0,1.0,4.0,3.0,2.0,2.0,23.0,26.8234,-80.1387
single_family,400000.0,1679.0,1.0,3.0,2.0,2.0,2.0,51.0,30.4756,-87.3179
single_family,705000.0,1952.0,2.0,3.0,3.0,3.0,0.0,42.0,25.6574,-80.3627
single_family,450000.0,1875.0,1.0,3.0,3.0,3.0,2.0,1.0,28.7545,-81.9151
single_family,469900.0,1544.0,1.0,3.0,2.0,2.0,3.0,38.0,27.9289,-80.5264
condos,489000.0,2512.0,2.0,3.0,3.0,3.0,2.0,20.0,26.0143,-81.5856
single_family,1680000.0,3480.0,2.0,4.0,4.0,4.0,3.0,21.0,30.1223,-81.3627
single_family,300000.0,1876.0,1.0,3.0,2.0,2.0,0.0,75.0,30.2908,-81.6321
single_family,555000.0,2733.0,1.0,4.0,3.0,3.0,3.0,20.0,27.8024,-82.2755
townhomes,415000.0,1405.0,2.0,3.0,3.0,2.0,1.0,32.0,26.9339,-80.1201
condos,87500.0,960.0,1.0,2.0,2.0,2.0,0.0,52.0,26.1487,-80.2075
townhomes,405000.0,2075.0,2.0,3.0,3.0,2.0,1.0,10.0,30.3949,-86.4692
single_family,499500.0,1661.0,1.0,3.0,2.0,2.0,2.0,25.0,27.4978,-82.4101
single_family,697000.0,2552.0,2.0,4.0,3.0,3.0,2.0,28.0,28.1331,-80.7112
condos,275000.0,1527.0,1.0,2.0,2.0,2.0,1.0,12.0,27.09,-82.37
single_family,990000.0,1716.0,2.0,4.0,2.0,2.0,2.0,45.0,30.3571,-87.1639
condos,430000.0,1191.0,1.0,2.0,2.0,2.0,0.0,29.0,25.9449,-80.1391
single_family,385000.0,1095.0,1.0,3.0,2.0,2.0,1.0,10.0,26.2785,-80.1157
single_family,246500.0,1413.0,1.0,2.0,2.0,2.0,1.0,3.0,28.2311,-82.2057
single_family,374990.0,2030.0,1.0,5.0,3.0,3.0,2.0,0.0,30.4507,-81.6626
single_family,1285000.0,3395.0,1.0,4.0,3.0,3.0,3.0,34.0,28.7168,-81.4126
single_family,626000.0,3084.0,1.0,5.0,3.0,3.0,3.0,21.0,30.1459,-81.5739
single_family,475000.0,3548.0,2.0,4.0,4.0,3.0,3.0,19.0,30.6604,-87.0473
single_family,680000.0,1963.0,1.0,3.0,2.0,2.0,2.0,29.0,29.5565,-81.219
single_family,630000.0,3561.0,2.0,5.0,5.0,5.0,2.0,22.0,29.9475,-81.5264
single_family,363999.0,2360.0,1.0,4.0,3.0,2.0,2.0,1.0,29.9983,-81.7647
single_family,389900.0,2182.0,1.0,4.0,4.0,4.0,1.0,21.0,28.1984,-81.487
townhomes,595000.0,1898.0,2.0,3.0,3.0,2.0,2.0,35.0,25.8141,-80.3549
single_family,480000.0,2186.0,1.0,4.0,2.0,2.0,0.0,67.0,30.4456,-86.5717
single_family,690000.0,3388.0,2.0,5.0,4.0,4.0,3.0,6.0,30.0815,-81.5477
condos,2300000.0,1230.0,1.0,2.0,2.0,2.0,1.0,100.0,25.7873,-80.1564
condos,266000.0,1180.0,5.0,2.0,2.0,2.0,0.0,46.0,26.0229,-80.2974
mobile,39900.0,682.0,1.0,2.0,2.0,2.0,0.0,31.0,28.2151,-82.1506
single_family,1525000.0,3442.0,3.0,4.0,4.0,3.0,3.0,32.0,27.4759,-82.6167
single_family,1095000.0,2656.0,2.0,6.0,4.0,4.0,0.0,101.0,25.768,-80.2714
single_family,650000.0,1328.0,1.0,2.0,2.0,2.0,2.0,21.0,26.8234,-80.1387
single_family,306990.0,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,29.1989,-82.0874
single_family,396990.0,2499.0,2.0,5.0,3.0,3.0,2.0,0.0,29.9983,-81.7647
single_family,555000.0,2093.0,1.0,4.0,3.0,2.0,2.0,68.0,30.2687,-81.7473
single_family,356000.0,1862.0,1.0,4.0,2.0,2.0,2.0,0.0,30.4507,-81.6626
single_family,845000.0,2732.0,2.0,4.0,3.0,3.0,3.0,32.0,30.3031,-81.4404
land,150000.0,1208.0,1.0,2.4,2.0,2.0,0.0,37.799999999999955,27.4203,-80.9454
single_family,2750000.0,1540.0,2.0,3.0,2.0,2.0,1.0,56.0,25.0865,-80.4473
single_family,540000.0,1145.0,2.0,2.0,2.0,1.0,0.0,22.0,30.1759,-83.0304
single_family,985000.0,2854.0,1.0,4.0,3.0,3.0,3.0,2.0,28.1331,-80.7112
condos,260000.0,1477.0,2.0,3.0,3.0,2.0,1.0,19.0,29.8285,-81.3237
single_family,935000.0,2931.0,1.0,4.0,4.0,3.0,3.0,2.0,28.2061,-80.685
single_family,9295000.0,7628.0,4.0,6.0,7.0,6.0,2.0,5.0,30.2835,-86.0305
single_family,525000.0,1652.0,1.0,3.0,2.0,2.0,2.0,36.0,26.1255,-80.2644
single_family,463370.0,2052.0,1.0,3.0,2.0,2.0,0.0,3.0,30.4896,-86.1684
single_family,330000.0,2212.0,1.0,3.0,2.0,2.0,2.0,18.0,30.2737,-82.1325
condos,170000.0,1064.0,1.0,2.0,2.0,2.0,0.0,44.0,27.0933,-82.4498
single_family,745000.0,2145.0,1.0,3.0,3.0,3.0,2.0,13.0,27.45,-82.3773
single_family,675000.0,2550.0,2.0,4.0,4.0,3.0,2.0,23.0,30.4156,-84.187
single_family,530000.0,2419.0,1.0,3.0,3.0,2.0,2.0,6.0,29.0247,-80.9584
townhomes,785000.0,1963.0,2.0,3.0,3.0,2.0,1.0,39.0,25.7392,-80.3103
single_family,535000.0,1602.0,1.0,2.0,2.0,2.0,2.0,29.0,30.1223,-81.3627
single_family,440000.0,1259.0,1.0,2.0,2.0,2.0,2.0,21.0,26.5228,-81.7065
single_family,740000.0,1817.0,1.0,3.0,3.0,2.0,2.0,43.0,26.5557,-82.0206
single_family,720500.0,1419.0,1.0,3.0,2.0,2.0,0.0,39.0,25.7,-80.413
single_family,292900.0,2213.0,1.0,4.0,2.0,2.0,2.0,1.0,27.4703,-81.4872
condos,240000.0,1301.0,1.0,3.0,2.0,2.0,0.0,4.0,26.1844,-81.4152
condos,1050000.0,2000.0,1.0,3.0,2.0,2.0,0.0,57.0,26.2343,-80.0941
single_family,490000.0,1686.0,1.0,3.0,2.0,2.0,2.0,44.0,28.1367,-82.461
single_family,825000.0,2257.0,2.0,4.0,3.0,3.0,2.0,24.0,30.6697,-81.4626
single_family,739000.0,1806.0,2.0,4.0,3.0,2.0,2.0,4.0,29.9175,-81.3668
single_family,580000.0,1435.0,1.0,4.0,3.0,2.0,0.0,76.0,25.7825,-80.2341
townhomes,363000.0,1752.0,2.0,3.0,2.0,2.0,1.0,40.0,27.4544,-82.6358
single_family,945000.0,2072.0,2.0,3.0,3.0,3.0,0.0,33.0,26.5215,-82.1802
single_family,1205000.0,1353.0,1.0,2.0,2.0,2.0,4.0,29.0,24.7279,-81.0386
single_family,340000.0,999.0,1.0,2.0,2.0,2.0,1.0,44.0,25.4573,-80.4572
single_family,289990.0,1891.0,2.0,4.0,3.0,2.0,2.0,1.0,30.5761,-87.0663
condos,360000.0,2132.0,1.0,3.0,2.0,2.0,2.0,26.0,26.5567,-81.9034
single_family,460000.0,1617.0,1.0,3.0,2.0,2.0,2.0,23.0,28.9455,-80.8969
single_family,1067500.0,3690.0,1.0,4.0,5.0,4.0,2.0,1.0,26.3626,-81.8183
single_family,1900000.0,3032.0,2.0,6.0,3.0,3.0,0.0,101.0,25.8198,-80.1337
single_family,12000000.0,4040.0,2.0,6.0,7.0,6.0,2.0,4.0,26.4546,-80.0656
single_family,455000.0,2802.0,1.0,4.0,3.0,3.0,3.0,13.0,28.5697,-80.8191
single_family,630000.0,2013.0,1.0,3.0,2.0,2.0,2.0,13.0,28.9338,-81.9914
single_family,360000.0,1386.0,1.0,3.0,2.0,2.0,2.0,32.0,26.4972,-81.8246
single_family,302000.0,1632.0,1.0,3.0,2.0,2.0,2.0,6.0,28.9223,-82.39
single_family,306990.0,1646.0,1.0,3.0,2.0,2.0,2.0,0.0,30.4507,-81.6626
townhomes,329500.0,1752.0,1.0,3.0,2.0,2.0,2.0,44.0,30.5185,-84.2627
condos,645000.0,1380.0,1.0,2.0,2.0,2.0,1.0,21.0,30.1655,-85.7116
single_family,367990.0,2030.0,1.0,5.0,3.0,3.0,2.0,0.0,29.9983,-81.7647
single_family,3300000.0,4315.0,1.0,3.0,5.0,3.0,2.0,27.0,26.8234,-80.1387
single_family,350000.0,1392.0,1.0,3.0,2.0,2.0,0.0,21.0,30.3659,-86.2458
condos,290000.0,1156.0,1.0,2.0,3.0,2.0,0.0,41.0,26.3464,-80.1564
single_family,595000.0,2436.0,1.0,4.0,3.0,3.0,2.0,44.0,27.3672,-82.4848
single_family,270000.0,1477.0,1.0,2.0,2.0,2.0,2.0,20.0,27.0478,-82.2416
condos,175000.0,1107.0,2.0,2.0,2.0,2.0,1.0,45.0,27.1398,-80.2129
single_family,449000.0,2032.0,1.0,3.0,2.0,2.0,2.0,22.0,28.2061,-80.685
single_family,375000.0,1746.0,1.0,3.0,2.0,2.0,3.0,40.0,30.2737,-82.1325
single_family,270000.0,1450.0,1.0,3.0,2.0,2.0,1.0,29.0,26.4543,-80.1346
single_family,578000.0,1842.0,1.0,3.0,2.0,2.0,2.0,28.0,26.9152,-82.0532
single_family,505000.0,1786.0,1.0,3.0,2.0,2.0,2.0,4.0,30.1204,-81.4128
single_family,370000.0,2172.0,1.0,4.0,2.0,2.0,2.0,39.0,29.1383,-80.9956
condos,820000.0,1478.0,1.0,3.0,3.0,3.0,0.0,53.0,25.9388,-81.6968
single_family,309000.0,1158.0,1.0,2.0,2.0,2.0,1.0,20.0,28.9341,-81.9599
single_family,699000.0,3529.0,2.0,5.0,5.0,4.0,3.0,1.0,30.0815,-81.5477
single_family,620000.0,1957.0,1.0,3.0,2.0,2.0,2.0,24.0,26.2665,-81.7146
single_family,870000.0,2090.0,1.0,4.0,3.0,3.0,3.0,1.0,26.5557,-82.0206
single_family,465000.0,2104.0,1.0,3.0,3.0,3.0,3.0,9.0,26.6786,-82.0254
condos,350000.0,2230.0,2.0,3.0,2.0,2.0,2.0,35.0,26.5025,-81.9276
multi_family,754600.0,3302.0,1.0,8.0,4.0,4.0,0.0,54.0,26.5747,-80.0794
single_family,999000.0,2080.0,1.0,3.0,2.0,2.0,2.0,65.0,29.1383,-80.9956
single_family,400000.0,1993.0,1.0,2.0,3.0,3.0,2.0,32.0,26.5025,-81.9276
condos,570000.0,1703.0,1.0,3.0,3.0,3.0,0.0,44.0,30.2007,-85.8136
single_family,635000.0,2152.0,1.0,4.0,3.0,3.0,2.0,5.0,26.9379,-82.2388
condos,150000.0,1400.0,1.0,2.0,2.0,2.0,0.0,54.0,26.5681,-81.8736
single_family,1250000.0,3072.0,2.0,4.0,3.0,3.0,3.0,25.0,26.4514,-82.0868
single_family,315000.0,1562.0,1.0,3.0,2.0,2.0,2.0,6.0,28.4794,-82.5083
condos,190000.0,1269.0,1.0,3.0,2.0,2.0,0.0,20.0,29.3295,-83.14
single_family,1900000.0,1664.0,1.0,3.0,3.0,3.0,0.0,26.0,26.0426,-81.7182
single_family,445000.0,1432.0,1.0,3.0,2.0,2.0,1.0,42.0,30.3483,-81.4159
single_family,270000.0,1400.0,1.0,3.0,2.0,2.0,2.0,3.0,26.9668,-81.9545
condos,640000.0,1883.0,1.0,3.0,2.0,2.0,2.0,19.0,26.3304,-81.5871
single_family,855000.0,2317.0,1.0,3.0,3.0,3.0,2.0,26.0,26.6786,-82.0254
single_family,230000.0,1370.0,1.0,2.0,2.0,2.0,0.0,44.0,26.7197,-80.1248
condos,728000.0,2060.0,1.0,3.0,3.0,2.0,2.0,24.0,26.3771,-81.7334
single_family,996000.0,3474.0,2.0,2.0,3.0,2.0,1.0,125.0,28.6255,-81.3646
condos,1692500.0,2950.0,1.0,3.0,4.0,3.0,2.0,9.0,26.2823,-81.7573
single_family,999000.0,2733.0,1.0,3.0,3.0,3.0,2.0,25.0,26.0143,-81.5856
single_family,2775000.0,4456.0,2.0,4.0,6.0,4.0,3.0,2.0,26.0143,-81.5856
single_family,380000.0,2312.0,1.0,4.0,2.0,2.0,2.0,30.0,29.4861,-81.2045
condos,345000.0,1194.0,1.0,2.0,2.0,2.0,0.0,15.0,26.3304,-81.5871
single_family,545000.0,2359.0,1.0,3.0,3.0,2.0,3.0,2.0,26.9668,-81.9545
single_family,5050000.0,3647.0,2.0,4.0,5.0,4.0,1.0,0.0,26.67,-80.0582
single_family,340000.0,2049.0,1.0,3.0,2.0,2.0,2.0,37.0,28.4794,-82.5083
townhomes,229990.0,1433.0,2.0,3.0,3.0,2.0,1.0,0.0,30.084,-81.8645
single_family,1809000.0,3820.0,1.0,3.0,4.0,3.0,3.0,6.0,26.5025,-81.9276
single_family,815000.0,1104.0,1.0,3.0,2.0,2.0,0.0,33.0,30.3659,-86.2458
single_family,374900.0,1845.0,1.0,3.0,2.0,2.0,2.0,1.0,30.1055,-82.6878
townhomes,315000.0,1615.0,1.0,3.0,2.0,2.0,2.0,44.0,30.1637,-81.7291
single_family,578755.0,2273.0,1.0,3.0,3.0,2.0,3.0,1.0,30.0815,-81.5477
single_family,425000.0,1894.0,1.0,3.0,2.0,2.0,2.0,3.0,27.2606,-80.4771
single_family,330000.0,1850.0,1.0,4.0,2.0,2.0,2.0,3.0,27.0808,-82.1516
mobile,10500.0,912.2,1.0,2.0,2.0,2.0,0.0,45.0,27.4924,-81.4357
condos,1000000.0,2748.0,2.0,3.0,3.0,3.0,2.0,24.0,26.3771,-81.7334
mobile,166000.0,960.0,1.0,3.0,2.0,2.0,1.0,50.0,28.5466,-82.5213
single_family,465000.0,1790.0,1.0,4.0,2.0,2.0,2.0,26.0,30.3031,-81.4404
townhomes,405000.0,2245.0,2.0,3.0,3.0,2.0,2.0,24.0,28.0763,-82.4852
single_family,347000.0,1697.0,1.0,3.0,2.0,2.0,2.0,15.0,30.4212,-86.8926
condos,9400000.0,3904.0,1.0,4.0,5.0,4.0,2.0,0.0,25.7378,-80.2248
single_family,422500.0,1637.0,1.0,3.0,2.0,2.0,2.0,20.0,26.6693,-81.7605
single_family,365000.0,1553.0,1.0,2.0,2.0,2.0,2.0,13.0,26.5228,-81.7065
mobile,140000.0,1248.0,1.0,3.0,2.0,2.0,0.0,30.0,30.2108,-84.3205
single_family,308000.0,1367.0,1.0,3.0,2.0,2.0,0.0,26.0,30.011,-81.4108
single_family,279990.0,1828.0,1.0,4.0,2.0,2.0,2.0,0.0,28.9949,-82.5196
condos,130500.0,819.0,2.0,2.0,1.0,1.0,0.0,43.0,26.6232,-80.0946
single_family,560000.0,2310.0,1.0,3.0,2.0,2.0,2.0,37.0,26.5228,-81.7065
single_family,420000.0,2434.0,1.0,4.0,3.0,3.0,2.0,53.0,30.2407,-81.617
single_family,230000.0,1404.0,1.0,3.0,2.0,1.0,0.0,47.0,29.9583,-82.1185
single_family,425000.0,1752.0,1.0,3.0,2.0,2.0,2.0,18.0,26.7357,-81.8435
single_family,807500.0,1416.0,2.0,4.0,3.0,3.0,0.0,48.0,29.9175,-81.3668
single_family,970000.0,2444.0,1.0,3.0,3.0,2.0,2.0,42.0,26.4564,-80.1054
mobile,212000.0,1088.0,1.0,2.0,2.0,2.0,0.0,42.0,26.7357,-81.8435
single_family,586000.0,2042.0,1.0,3.0,2.0,2.0,2.0,43.0,26.6265,-81.9677
single_family,287475.0,2079.0,1.0,2.0,3.0,2.0,2.0,33.0,28.8516,-82.4876
single_family,372000.0,1525.0,1.0,2.0,2.0,2.0,2.0,33.0,27.1656,-80.2916
townhomes,452000.0,2120.0,2.0,3.0,3.0,2.0,1.0,46.0,25.9571,-80.1814
townhomes,399000.0,1707.0,2.0,3.0,3.0,2.0,1.0,19.0,26.5312,-80.1418
single_family,344990.0,2160.0,2.0,4.0,3.0,2.0,2.0,1.0,30.4507,-81.6626
single_family,470000.0,2495.0,2.0,5.0,3.0,3.0,2.0,18.0,29.9475,-81.5264
single_family,830000.0,2247.0,1.0,4.0,3.0,3.0,0.0,29.0,25.7341,-80.4068
condos,695000.0,1378.0,1.0,2.0,2.0,2.0,0.0,27.0,30.4212,-86.8926
single_family,699000.0,2128.0,2.0,3.0,3.0,2.0,0.0,22.0,25.573,-80.3374
condos,195000.0,1296.0,2.0,2.0,2.0,2.0,0.0,41.0,26.4543,-80.1346
single_family,1340000.0,1999.0,1.0,3.0,2.0,2.0,2.0,27.0,26.4514,-82.0868
single_family,459900.0,1840.0,1.0,4.0,2.0,2.0,2.0,57.0,30.4487,-86.6255
single_family,1425000.0,3100.0,1.0,4.0,4.0,3.0,3.0,22.0,26.1938,-81.7636
single_family,577500.0,1816.0,1.0,3.0,2.0,2.0,2.0,22.0,29.7964,-81.2649
single_family,515000.0,1729.0,1.0,3.0,2.0,2.0,1.0,45.0,26.4564,-80.1054
single_family,510000.0,1729.0,1.0,3.0,2.0,2.0,2.0,21.0,26.5228,-81.7065
single_family,325000.0,1756.0,1.0,3.0,2.0,2.0,2.0,31.0,30.1653,-85.5763
single_family,595000.0,3539.0,2.0,5.0,4.0,3.0,2.0,20.0,26.5228,-81.7065
single_family,635000.0,2327.0,1.0,3.0,3.0,2.0,2.0,22.0,26.6693,-81.7605
single_family,277170.0,1546.0,1.0,3.0,2.0,2.0,2.0,1.0,26.9668,-81.9545
single_family,315000.0,1542.0,1.0,2.0,2.0,2.0,2.0,12.0,26.6281,-82.0182
single_family,585000.0,1770.0,1.0,3.0,2.0,2.0,1.0,26.0,26.1156,-81.5239
single_family,261000.0,1953.0,1.0,6.0,2.0,2.0,1.0,55.0,30.4756,-87.3179
single_family,310000.0,1612.0,1.0,3.0,2.0,2.0,2.0,61.0,28.5697,-80.8191
single_family,650000.0,2753.0,1.0,3.0,3.0,3.0,2.0,20.0,26.3771,-81.7334
single_family,220000.0,3797.0,2.0,5.0,4.0,4.0,4.0,22.0,25.7,-80.413
single_family,260000.0,1256.0,1.0,2.0,2.0,2.0,1.0,30.0,26.824,-81.9547
single_family,329900.0,1799.0,1.0,4.0,2.0,2.0,2.0,0.0,30.3117,-85.6923
single_family,398000.0,2052.0,1.0,4.0,2.0,2.0,2.0,21.0,30.4212,-86.8926
single_family,140000.0,1321.0,1.0,2.0,2.0,2.0,0.0,86.0,29.3977,-82.4856
single_family,690000.0,1536.0,1.0,3.0,2.0,2.0,4.0,35.0,25.7877,-80.4166
single_family,469000.0,2770.0,1.0,4.0,3.0,3.0,2.0,42.0,30.5241,-87.2167
single_family,339900.0,1308.0,1.0,2.0,2.0,2.0,2.0,30.0,27.45,-82.3773
condos,189000.0,1335.0,2.0,2.0,2.0,2.0,0.0,47.0,26.4564,-80.1054
single_family,295000.0,1482.0,1.0,3.0,2.0,2.0,2.0,21.0,28.4797,-82.5562
townhomes,269900.0,1460.0,2.0,3.0,3.0,2.0,0.0,2.0,29.8119,-85.303
single_family,7600000.0,3582.0,2.0,5.0,6.0,5.0,2.0,10.0,26.134,-81.7953
townhomes,1300000.0,1455.0,2.0,2.0,3.0,2.0,0.0,46.0,26.134,-81.7953
land,280000.0,1588.6,1.0,3.0,2.2,2.2,0.0,14.400000000000091,26.6065,-81.9502
single_family,700000.0,3128.0,3.0,5.0,3.0,3.0,4.0,35.0,27.992,-82.2138
townhomes,450000.0,1482.0,2.0,3.0,2.0,2.0,2.0,52.0,25.6992,-80.3618
single_family,865000.0,2627.0,1.0,4.0,3.0,3.0,2.0,39.0,26.4351,-81.8102
single_family,400000.0,2160.0,1.0,4.0,2.0,2.0,3.0,3.0,30.6222,-81.5906
townhomes,450000.0,1772.0,2.0,3.0,3.0,2.0,1.0,5.0,25.5303,-80.3918
multi_family,715000.0,1752.0,1.0,3.0,2.4,2.0,0.0,67.0,26.1387,-80.1218
single_family,780000.0,2405.0,1.0,3.0,3.0,2.0,2.0,23.0,26.9152,-82.0532
single_family,263600.0,1504.0,1.0,4.0,2.0,2.0,1.0,0.0,30.1653,-85.5763
townhomes,515000.0,2062.0,2.0,3.0,3.0,2.0,2.0,4.0,30.3031,-81.4404
townhomes,268000.0,1328.0,1.0,2.0,3.0,2.0,0.0,46.0,26.6232,-80.0946
